CustomerID,LastPurchaseDate,FirstPurchaseDate,Frequency,Monetary,TotalProducts,UniqueCategories,PrimaryCategory,PreferredPaymentMethod,Country,Recency,AvgOrderValue,CustomerTenureDays,AvgDaysBetweenOrders
CUST_1046,2025-06-19 19:55:00,2024-02-02 13:03:00,16,7471.45,52,6,Apparel,Credit Card,Germany,12,466.97,515,33.5
CUST_1047,2025-06-21 08:11:00,2024-01-14 10:01:00,33,16417.94,99,6,Apparel,Credit Card,United States,10,497.51,534,16.4
CUST_1048,2025-06-11 12:43:00,2024-01-01 19:05:00,48,21579.0,117,6,Apparel,Credit Card,United Kingdom,20,449.56,547,11.2
CUST_1049,2025-06-07 19:14:00,2024-01-11 12:58:00,43,34531.38,175,6,Home & Kitchen,Credit Card,United Kingdom,24,803.06,537,12.2
CUST_1050,2025-06-16 08:20:00,2024-01-20 19:47:00,32,17583.24,93,6,Beauty & Personal Care,Credit Card,United States,15,549.48,528,16.5
CUST_1051,2024-06-27 20:20:00,2024-01-02 11:49:00,37,19452.77,82,6,Electronics,Credit Card,Australia,369,525.75,546,4.9
CUST_1052,2025-06-11 22:08:00,2024-02-01 22:01:00,24,12754.58,56,6,Apparel,Credit Card,Canada,20,531.44,516,21.6
CUST_1053,2025-06-22 17:41:00,2024-02-06 18:30:00,42,19378.16,109,6,Home & Kitchen,Credit Card,India,9,461.38,511,12.2
CUST_1054,2024-06-29 19:07:00,2024-01-07 08:23:00,41,27414.96,90,6,Electronics,Credit Card,India,367,668.66,541,4.4
CUST_1055,2025-06-22 10:26:00,2024-01-16 16:05:00,33,11660.71,81,6,Beauty & Personal Care,Credit Card,United Kingdom,9,353.35,532,16.3
CUST_1056,2025-05-16 14:41:00,2024-01-07 17:33:00,25,19108.05,87,5,Apparel,Credit Card,India,46,764.32,541,20.6
CUST_1057,2025-06-11 15:58:00,2024-01-07 18:20:00,32,11479.08,104,6,Apparel,Credit Card,United States,20,358.72,541,16.8
CUST_1058,2025-06-16 13:01:00,2024-01-11 08:21:00,35,19349.3,87,6,Apparel,Credit Card,United States,15,552.84,537,15.4
CUST_1059,2025-06-06 18:19:00,2024-01-25 09:47:00,25,10973.71,68,6,Apparel,PayPal,United States,25,438.95,523,20.8
CUST_1060,2024-06-07 11:08:00,2024-01-22 15:30:00,26,21412.54,60,6,Electronics,Credit Card,United States,389,823.56,526,5.5
CUST_1061,2025-06-05 09:22:00,2024-01-04 15:42:00,23,13378.27,62,6,Home & Kitchen,PayPal,United States,26,581.66,544,23.5
CUST_1062,2025-06-08 09:00:00,2024-01-20 15:09:00,31,14757.35,91,6,Beauty & Personal Care,Credit Card,United States,23,476.04,528,16.8
CUST_1063,2025-06-20 12:06:00,2024-01-03 13:11:00,38,15744.53,107,6,Home & Kitchen,Credit Card,Canada,11,414.33,545,14.4
CUST_1064,2025-06-30 13:00:00,2024-01-07 18:09:00,21,9077.35,54,6,Apparel,Credit Card,United States,1,432.25,541,27.0
CUST_1065,2025-05-11 21:44:00,2024-01-03 19:31:00,30,13520.36,82,5,Apparel,Credit Card,United States,51,450.68,545,17.0
CUST_1066,2025-06-30 12:28:00,2024-01-17 21:40:00,34,18864.14,87,6,Apparel,Credit Card,United Kingdom,1,554.83,531,16.1
CUST_1067,2025-06-30 16:48:00,2024-01-03 08:09:00,38,19363.6,100,6,Apparel,Credit Card,United States,1,509.57,545,14.7
CUST_1068,2025-06-04 08:16:00,2024-01-31 09:51:00,33,38223.68,114,6,Apparel,Credit Card,Canada,27,1158.29,517,15.3
CUST_1069,2025-06-14 21:56:00,2024-01-04 20:13:00,53,37581.26,121,6,Electronics,Credit Card,United States,17,709.08,544,10.1
CUST_1070,2025-06-10 08:02:00,2024-01-01 16:20:00,30,18165.79,78,6,Apparel,Credit Card,Australia,21,605.53,547,18.1
CUST_1071,2025-04-20 11:10:00,2024-01-04 10:44:00,27,13319.84,78,6,Home & Kitchen,Credit Card,Canada,72,493.33,544,18.2
CUST_1072,2025-06-24 09:02:00,2024-01-27 10:07:00,37,22055.73,119,6,Apparel,Credit Card,United States,7,596.1,521,14.3
CUST_1073,2025-06-07 09:59:00,2024-01-09 11:08:00,34,17752.78,90,6,Apparel,Credit Card,United States,24,522.14,539,15.6
CUST_1074,2024-06-19 16:20:00,2024-01-03 13:16:00,41,21830.09,97,6,Home & Kitchen,Credit Card,Canada,377,532.44,545,4.2
CUST_1075,2025-06-03 16:16:00,2024-01-06 12:25:00,36,18566.85,89,6,Apparel,Credit Card,Germany,28,515.75,542,14.7
CUST_1076,2025-06-30 22:33:00,2024-01-14 18:32:00,34,23615.84,134,6,Apparel,Credit Card,Germany,1,694.58,534,16.2
CUST_1077,2025-06-04 16:29:00,2024-01-28 13:04:00,38,26633.56,127,6,Home & Kitchen,Credit Card,Canada,27,700.88,520,13.3
CUST_1078,2025-06-25 09:56:00,2024-01-01 17:30:00,46,25759.64,125,6,Home & Kitchen,Credit Card,United States,6,559.99,547,12.0
CUST_1079,2025-06-15 19:05:00,2024-01-18 09:23:00,37,23245.22,100,6,Apparel,Credit Card,United States,16,628.25,530,14.3
CUST_1080,2025-06-26 18:43:00,2024-01-20 17:25:00,37,22344.74,100,6,Home & Kitchen,Credit Card,United States,5,603.91,528,14.5
CUST_1081,2025-06-07 08:46:00,2024-01-15 10:49:00,34,24980.37,88,6,Electronics,Credit Card,India,24,734.72,533,15.4
CUST_1082,2025-06-29 17:43:00,2024-02-15 09:58:00,41,25428.09,125,6,Home & Kitchen,Credit Card,Germany,2,620.2,502,12.5
CUST_1083,2025-06-09 13:50:00,2024-01-19 19:54:00,30,18320.04,79,6,Electronics,PayPal,United States,22,610.67,529,17.5
CUST_1084,2025-06-29 09:20:00,2024-01-07 22:04:00,36,22766.36,96,6,Home & Kitchen,Credit Card,United States,2,632.4,541,15.4
CUST_1085,2024-06-28 15:10:00,2024-01-04 10:24:00,28,17409.35,75,6,Apparel,Credit Card,United States,368,621.76,544,6.5
CUST_1086,2025-06-27 16:37:00,2024-01-14 20:31:00,33,13348.84,87,6,Apparel,Credit Card,United States,4,404.51,534,16.6
CUST_1087,2025-06-17 09:16:00,2024-01-05 21:54:00,23,11693.17,62,6,Apparel,Credit Card,Germany,14,508.4,543,24.0
CUST_1088,2025-06-25 10:52:00,2024-01-24 13:08:00,39,26858.47,95,6,Home & Kitchen,Credit Card,Germany,6,688.68,524,13.6
CUST_1089,2025-06-28 22:53:00,2024-01-05 12:20:00,23,12433.75,65,5,Apparel,Credit Card,India,3,540.6,543,24.5
CUST_1090,2025-06-08 10:36:00,2024-01-14 09:02:00,41,20312.97,113,6,Apparel,Credit Card,United Kingdom,23,495.44,534,12.8
CUST_1091,2025-06-29 10:34:00,2024-01-25 18:12:00,36,18910.29,99,6,Apparel,Credit Card,United States,2,525.29,523,14.9
CUST_1092,2024-06-22 16:32:00,2024-01-05 19:38:00,33,20189.16,87,6,Home & Kitchen,Credit Card,Germany,374,611.79,543,5.3
CUST_1093,2025-05-18 21:59:00,2024-01-10 10:59:00,39,21204.98,97,6,Apparel,Credit Card,Canada,44,543.72,538,13.0
CUST_1094,2025-06-07 10:24:00,2024-01-23 17:37:00,38,21497.76,109,6,Electronics,Credit Card,United Kingdom,24,565.73,525,13.5
CUST_1095,2025-06-22 15:57:00,2024-01-18 14:14:00,32,18795.89,92,6,Beauty & Personal Care,Credit Card,Canada,9,587.37,530,16.8
CUST_1096,2025-04-19 22:54:00,2024-01-05 12:39:00,26,13223.01,75,5,Home & Kitchen,Credit Card,United Kingdom,73,508.58,543,18.8
CUST_1097,2025-06-29 13:34:00,2024-01-09 16:18:00,31,24493.25,77,6,Home & Kitchen,Credit Card,United Kingdom,2,790.1,539,17.9
CUST_1098,2025-06-21 13:27:00,2024-01-31 21:11:00,24,22657.89,92,6,Apparel,Credit Card,United Kingdom,10,944.08,517,22.0
CUST_1099,2025-06-30 19:00:00,2024-01-10 21:39:00,26,25764.35,100,5,Home & Kitchen,Credit Card,United States,1,990.94,538,21.5
CUST_1100,2024-06-27 19:36:00,2024-01-11 22:03:00,34,18238.13,101,6,Apparel,PayPal,United States,369,536.42,537,5.1
CUST_1101,2025-06-22 22:27:00,2024-01-19 21:53:00,30,13073.66,70,6,Apparel,Credit Card,United States,9,435.79,529,17.9
CUST_1102,2025-06-30 14:02:00,2024-01-21 12:38:00,30,10438.77,72,6,Beauty & Personal Care,PayPal,Germany,1,347.96,527,18.1
CUST_1103,2025-06-26 11:29:00,2024-01-20 21:59:00,46,23631.12,127,6,Apparel,Credit Card,United States,5,513.72,528,11.6
CUST_1104,2025-06-24 21:19:00,2024-01-26 14:05:00,35,14588.91,87,6,Apparel,Credit Card,United Kingdom,7,416.83,522,15.1
CUST_1105,2025-06-26 17:34:00,2024-01-03 12:17:00,37,28468.2,135,6,Apparel,Credit Card,India,5,769.41,545,15.0
CUST_1106,2025-06-13 15:28:00,2024-01-09 12:30:00,37,22070.62,103,6,Home & Kitchen,Credit Card,United States,18,596.5,539,14.5
CUST_1107,2025-06-25 21:40:00,2024-01-09 11:48:00,28,26786.8,101,6,Apparel,Credit Card,United Kingdom,6,956.67,539,19.7
CUST_1108,2025-06-22 11:07:00,2024-01-04 11:30:00,31,21875.76,79,6,Home & Kitchen,Credit Card,Canada,9,705.67,544,17.8
CUST_1109,2025-06-14 10:34:00,2024-01-26 10:54:00,28,12250.74,71,6,Apparel,Credit Card,United States,17,437.53,522,18.7
CUST_1110,2025-06-18 13:40:00,2024-01-12 11:05:00,31,16161.86,80,6,Apparel,Credit Card,United States,13,521.35,536,17.4
CUST_1111,2024-06-27 13:39:00,2024-01-01 19:04:00,36,18633.2,83,5,Apparel,Credit Card,United States,369,517.59,547,5.1
CUST_1112,2025-06-28 11:21:00,2024-01-12 15:52:00,34,17512.19,91,6,Home & Kitchen,Credit Card,United States,3,515.06,536,16.2
CUST_1113,2025-06-28 13:36:00,2024-01-16 13:22:00,40,15681.92,114,6,Home & Kitchen,Credit Card,India,3,392.05,532,13.6
CUST_1114,2025-06-10 19:45:00,2024-01-05 17:01:00,29,15743.98,82,6,Beauty & Personal Care,Credit Card,Canada,21,542.9,543,18.6
CUST_1115,2025-05-11 09:22:00,2024-01-05 10:08:00,37,18143.84,98,5,Apparel,Credit Card,Germany,51,490.37,543,13.7
CUST_1116,2025-06-29 17:08:00,2024-01-13 21:10:00,31,18370.26,84,5,Apparel,Credit Card,India,2,592.59,535,17.8
CUST_1117,2024-06-13 21:27:00,2024-01-17 08:08:00,35,17854.4,104,6,Home & Kitchen,Credit Card,Canada,383,510.13,531,4.4
CUST_1118,2025-06-16 13:40:00,2024-01-08 12:02:00,39,21358.5,93,5,Apparel,Credit Card,United States,15,547.65,540,13.8
CUST_1119,2025-06-15 14:02:00,2024-02-08 16:09:00,28,21314.94,73,6,Home & Kitchen,Credit Card,India,16,761.25,509,18.3
CUST_1120,2025-06-18 08:12:00,2024-02-01 13:06:00,32,20215.46,79,6,Apparel,Credit Card,United Kingdom,13,631.73,516,16.2
CUST_1121,2025-06-19 19:57:00,2024-01-10 16:33:00,31,12718.52,70,6,Home & Kitchen,Credit Card,Canada,12,410.27,538,17.5
CUST_1122,2025-06-07 13:09:00,2024-01-11 10:55:00,28,20289.07,107,6,Apparel,Credit Card,India,24,724.61,537,19.0
CUST_1123,2025-06-26 22:43:00,2024-01-26 16:13:00,35,18480.29,103,6,Apparel,Credit Card,United States,5,528.01,522,15.2
CUST_1124,2024-06-28 16:39:00,2024-01-10 08:33:00,34,18089.23,95,6,Apparel,Credit Card,United States,368,532.04,538,5.2
CUST_1125,2025-06-17 14:13:00,2024-01-10 14:17:00,31,15296.26,95,5,Apparel,Credit Card,United States,14,493.43,538,17.5
CUST_1126,2025-06-27 21:04:00,2024-01-09 15:58:00,34,18461.97,83,6,Apparel,Credit Card,United Kingdom,4,543.0,539,16.2
CUST_1127,2025-06-24 14:53:00,2024-01-03 09:14:00,26,10497.83,76,6,Beauty & Personal Care,Credit Card,Canada,7,403.76,545,21.5
CUST_1128,2025-05-26 20:20:00,2024-01-02 13:45:00,33,17182.21,85,6,Apparel,Credit Card,India,36,520.67,546,15.9
CUST_1129,2025-06-01 14:42:00,2024-02-09 11:49:00,36,25020.77,142,6,Apparel,Credit Card,United States,30,695.02,508,13.7
CUST_1130,2025-06-20 12:16:00,2024-01-10 09:58:00,25,12986.86,56,6,Apparel,Credit Card,United Kingdom,11,519.47,538,22.0
CUST_1131,2025-06-15 22:31:00,2024-01-12 13:58:00,33,13000.33,93,6,Apparel,Credit Card,United Kingdom,16,393.95,536,16.2
CUST_1132,2025-06-28 08:09:00,2024-01-03 19:31:00,40,19372.76,89,6,Apparel,Credit Card,United States,3,484.32,545,13.9
CUST_1133,2025-06-28 11:18:00,2024-01-07 12:43:00,36,21911.37,102,5,Apparel,Credit Card,United States,3,608.65,541,15.4
CUST_1134,2025-06-20 22:51:00,2024-01-08 21:48:00,26,14786.2,66,6,Apparel,Credit Card,United States,11,568.7,540,21.2
CUST_1135,2024-06-21 12:57:00,2024-01-04 16:20:00,40,32120.42,119,6,Apparel,PayPal,India,375,803.01,544,4.3
CUST_1136,2025-06-25 09:09:00,2024-01-06 09:34:00,45,19696.82,114,6,Beauty & Personal Care,Credit Card,United States,6,437.71,542,12.2
CUST_1137,2025-06-04 09:48:00,2024-01-08 16:53:00,31,13649.49,94,6,Apparel,Credit Card,United Kingdom,27,440.31,540,17.1
CUST_1138,2025-06-24 22:24:00,2024-01-06 12:44:00,39,17747.37,93,6,Apparel,Credit Card,Germany,7,455.06,542,14.1
CUST_1139,2024-06-28 18:29:00,2024-01-12 14:30:00,45,23813.8,116,6,Apparel,Credit Card,United States,368,529.2,536,3.8
CUST_1140,2024-06-28 19:47:00,2024-01-11 18:29:00,32,13663.55,92,6,Apparel,Credit Card,Australia,368,426.99,537,5.5
CUST_1141,2025-06-27 17:00:00,2024-01-12 11:26:00,33,16379.43,77,6,Apparel,Credit Card,Australia,4,496.35,536,16.6
CUST_1142,2025-04-04 21:20:00,2024-01-04 17:45:00,24,11174.63,73,6,Apparel,Credit Card,United States,88,465.61,544,19.8
CUST_1143,2025-05-31 09:00:00,2024-01-16 19:50:00,36,26056.68,94,6,Home & Kitchen,Credit Card,United Kingdom,31,723.8,532,14.3
CUST_1144,2025-05-29 21:29:00,2024-01-09 19:06:00,39,27005.68,101,6,Electronics,Credit Card,United States,33,692.45,539,13.3
CUST_1145,2025-06-29 16:30:00,2024-01-07 13:20:00,28,17793.38,86,6,Apparel,Credit Card,United States,2,635.48,541,20.0
CUST_1146,2025-06-28 11:07:00,2024-01-01 19:50:00,32,13997.52,94,6,Beauty & Personal Care,Credit Card,United States,3,437.42,547,17.5
CUST_1147,2025-06-01 13:46:00,2024-01-27 10:43:00,38,16125.84,82,6,Home & Kitchen,Credit Card,Germany,30,424.36,521,13.3
CUST_1148,2025-06-18 11:20:00,2024-01-21 18:18:00,35,19534.0,95,5,Home & Kitchen,Credit Card,United Kingdom,13,558.11,527,15.1
CUST_1149,2025-06-28 11:48:00,2024-01-07 10:39:00,35,20777.54,98,6,Apparel,Credit Card,United States,3,593.64,541,15.8
CUST_1150,2025-05-01 13:45:00,2024-01-07 08:12:00,29,16645.89,69,6,Apparel,Credit Card,United States,61,574.0,541,17.1
CUST_1151,2025-06-18 19:21:00,2024-01-02 18:59:00,31,30091.56,118,6,Apparel,Credit Card,India,13,970.7,546,17.8
CUST_1152,2025-06-24 14:10:00,2024-01-14 22:41:00,40,16345.39,106,6,Apparel,Credit Card,United States,7,408.63,534,13.5
CUST_1153,2025-06-12 12:27:00,2024-01-16 13:54:00,32,13297.59,87,6,Electronics,Credit Card,United States,19,415.55,532,16.5
CUST_1154,2025-06-08 22:03:00,2024-01-09 17:13:00,28,8365.04,67,6,Apparel,Credit Card,United Kingdom,23,298.75,539,19.1
CUST_1155,2025-06-22 21:59:00,2024-01-07 10:55:00,31,21371.63,128,6,Beauty & Personal Care,Credit Card,Australia,9,689.41,541,17.7
CUST_1156,2024-06-26 08:53:00,2024-01-22 18:34:00,29,12276.06,84,6,Beauty & Personal Care,Credit Card,United States,370,423.31,526,5.6
CUST_1157,2025-06-18 08:48:00,2024-01-12 10:30:00,37,16821.81,107,6,Apparel,Credit Card,Germany,13,454.64,536,14.5
CUST_1158,2025-06-25 11:40:00,2024-01-13 17:53:00,38,21400.72,88,6,Electronics,Credit Card,Canada,6,563.18,535,14.3
CUST_1159,2025-04-19 15:07:00,2024-01-26 21:59:00,33,20159.69,86,6,Electronics,Credit Card,United States,73,610.9,522,14.0
CUST_1160,2025-06-24 14:01:00,2024-01-20 20:30:00,34,11764.31,85,6,Apparel,PayPal,Germany,7,346.01,528,15.8
CUST_1161,2025-05-26 09:51:00,2024-01-12 12:11:00,31,16496.59,83,6,Apparel,Credit Card,United States,36,532.15,536,16.7
CUST_1162,2025-06-06 21:10:00,2024-01-07 16:39:00,38,18481.35,90,6,Home & Kitchen,Credit Card,Germany,25,486.35,541,13.9
CUST_1163,2024-06-29 21:31:00,2024-01-03 20:49:00,37,21239.42,100,6,Home & Kitchen,Credit Card,Germany,367,574.04,545,4.9
CUST_1164,2025-04-28 20:15:00,2024-01-18 09:48:00,35,17173.96,89,6,Apparel,Credit Card,United Kingdom,64,490.68,530,13.7
CUST_1165,2024-06-28 14:44:00,2024-01-08 14:42:00,27,17617.8,79,6,Apparel,Credit Card,United States,368,652.51,540,6.6
CUST_1166,2024-06-25 14:42:00,2024-01-01 08:57:00,24,13991.61,66,6,Home & Kitchen,Credit Card,Canada,371,582.98,547,7.7
CUST_1167,2025-06-15 15:21:00,2024-01-02 20:30:00,22,16451.88,54,5,Apparel,Credit Card,United States,16,747.81,546,25.2
CUST_1168,2024-06-28 10:00:00,2024-01-13 14:32:00,21,10478.2,44,6,Electronics,Credit Card,United States,368,498.96,535,8.4
CUST_1169,2025-05-26 22:04:00,2024-01-01 08:01:00,34,14642.51,94,6,Apparel,Credit Card,United States,36,430.66,547,15.5
CUST_1170,2025-06-20 12:48:00,2024-01-11 10:55:00,34,17357.84,86,6,Apparel,Credit Card,United Kingdom,11,510.52,537,15.9
CUST_1171,2025-06-19 15:46:00,2024-01-06 12:18:00,32,11321.06,96,6,Apparel,Credit Card,Germany,12,353.78,542,17.1
CUST_1172,2024-06-27 22:59:00,2024-01-16 13:00:00,27,15680.87,59,5,Sports & Outdoors,Credit Card,United States,368,580.77,532,6.3
CUST_1173,2024-06-17 14:21:00,2024-01-06 18:17:00,41,27038.51,106,6,Electronics,Credit Card,United Kingdom,379,659.48,542,4.1
CUST_1174,2025-05-28 13:46:00,2024-02-25 21:57:00,28,13014.49,55,6,Home & Kitchen,Credit Card,United States,34,464.8,492,17.0
CUST_1175,2025-06-20 19:24:00,2024-01-23 18:47:00,32,19172.74,78,6,Electronics,Credit Card,Germany,11,599.15,525,16.6
CUST_1176,2025-06-28 18:13:00,2024-02-03 11:35:00,30,12452.33,92,6,Apparel,Credit Card,United States,3,415.08,514,17.6
CUST_1177,2025-06-17 21:49:00,2024-02-11 22:02:00,25,22198.57,86,6,Apparel,Credit Card,Germany,14,887.94,506,20.5
CUST_1178,2025-05-25 16:56:00,2024-01-09 12:18:00,38,26156.67,99,6,Apparel,Debit Card,United States,37,688.33,539,13.6
CUST_1179,2025-06-19 11:23:00,2024-01-08 21:10:00,43,21839.91,111,6,Home & Kitchen,Credit Card,India,12,507.9,540,12.6
CUST_1180,2025-06-19 10:49:00,2024-01-17 11:48:00,38,16297.76,106,6,Apparel,Credit Card,United States,12,428.89,531,14.0
CUST_1181,2025-06-22 20:26:00,2024-01-12 19:20:00,25,14400.58,68,6,Beauty & Personal Care,Credit Card,United States,9,576.02,536,22.0
CUST_1182,2024-06-20 18:46:00,2024-01-14 17:09:00,27,20349.62,76,6,Apparel,Credit Card,United States,376,753.69,534,6.1
CUST_1183,2025-05-28 10:21:00,2024-01-03 10:41:00,33,15558.61,93,6,Apparel,Credit Card,India,34,471.47,545,16.0
CUST_1184,2025-06-02 22:36:00,2024-01-19 11:02:00,33,18716.78,77,6,Electronics,Credit Card,India,29,567.18,529,15.6
CUST_1185,2025-06-17 13:01:00,2024-01-01 20:23:00,30,20093.07,73,6,Electronics,Credit Card,United States,14,669.77,547,18.4
CUST_1186,2024-06-26 08:58:00,2024-01-02 10:41:00,28,19796.57,63,6,Electronics,Credit Card,Germany,370,707.02,546,6.5
CUST_1187,2024-06-21 22:10:00,2024-01-08 18:50:00,27,13902.1,58,6,Home & Kitchen,Credit Card,Canada,375,514.89,540,6.3
CUST_1188,2025-06-20 13:29:00,2024-01-06 12:55:00,33,14841.03,76,6,Home & Kitchen,Credit Card,United Kingdom,11,449.73,542,16.6
CUST_1189,2025-06-27 16:45:00,2024-01-06 17:00:00,31,10084.88,90,5,Apparel,Credit Card,United Kingdom,4,325.32,542,17.9
CUST_1190,2025-04-27 17:10:00,2024-01-06 10:06:00,29,18015.04,67,6,Electronics,Credit Card,United States,65,621.21,542,17.0
CUST_1191,2025-05-15 21:56:00,2024-02-02 14:54:00,37,29499.94,104,6,Electronics,Credit Card,United States,47,797.3,515,13.0
