TransactionID,CustomerID,ProductID,ProductCategory,Quantity,UnitPrice,TransactionDate,Country,PaymentMethod,Revenue
TXN_007792,CUST_1309,P_ELEC_015,Electronics,1,202.53,2024-01-01 12:18:00,Canada,Debit Card,202.53
TXN_014280,CUST_1010,P_APP_027,Apparel,3,71.33,2024-01-01 12:25:00,Germany,PayPal,213.99
TXN_032064,CUST_1825,P_BOOK_016,Books,3,21.2,2024-01-01 12:46:00,United Kingdom,Credit Card,63.6
TXN_014787,CUST_2245,P_BEAU_007,Beauty & Personal Care,6,99.41,2024-01-01 12:53:00,Canada,Credit Card,596.46
TXN_029831,CUST_1734,P_SPRT_004,Sports & Outdoors,1,290.01,2024-01-01 12:53:00,United Kingdom,Credit Card,290.01
TXN_011537,CUST_1022,P_ELEC_025,Electronics,2,1430.16,2024-01-01 12:53:00,United States,Credit Card,2860.32
TXN_000193,CUST_2221,P_ELEC_005,Electronics,3,1481.91,2024-01-01 12:54:00,Australia,UPI,4445.73
TXN_013466,CUST_1346,P_APP_004,Apparel,1,86.96,2024-01-01 13:02:00,Germany,Net Banking,86.96
TXN_002032,CUST_1974,P_BEAU_002,Beauty & Personal Care,4,22.33,2024-01-01 13:04:00,United States,Debit Card,89.32
TXN_023416,CUST_2462,P_APP_025,Apparel,4,58.39,2024-01-01 13:33:00,Germany,PayPal,233.56
TXN_037437,CUST_2307,P_HOME_017,Home & Kitchen,3,290.73,2024-01-01 13:40:00,Germany,UPI,872.19
TXN_043243,CUST_1455,P_HOME_005,Home & Kitchen,4,66.87,2024-01-01 14:01:00,United States,Credit Card,267.48
TXN_007332,CUST_1032,P_BOOK_007,Books,3,35.26,2024-01-01 14:04:00,United States,Net Banking,105.78
TXN_026850,CUST_1510,P_APP_011,Apparel,5,87.61,2024-01-01 14:28:00,Germany,Debit Card,438.05
TXN_009582,CUST_2241,P_HOME_001,Home & Kitchen,4,134.26,2024-01-01 14:44:00,India,PayPal,537.04
TXN_002736,CUST_1569,P_APP_023,Apparel,4,141.18,2024-01-01 14:44:00,India,Credit Card,564.72
TXN_040824,CUST_2249,P_ELEC_013,Electronics,2,942.71,2024-01-01 14:50:00,India,PayPal,1885.42
TXN_034624,CUST_1382,P_APP_003,Apparel,1,69.15,2024-01-01 14:53:00,Germany,PayPal,69.15
TXN_006785,CUST_1984,P_BOOK_005,Books,4,53.83,2024-01-01 15:07:00,United States,Credit Card,215.32
TXN_026525,CUST_2288,P_HOME_001,Home & Kitchen,3,400.0,2024-01-01 15:21:00,United States,Credit Card,1200.0
TXN_016870,CUST_1366,P_BOOK_010,Books,3,15.51,2024-01-01 15:23:00,United States,UPI,46.53
TXN_022345,CUST_1518,P_ELEC_014,Electronics,2,378.33,2024-01-01 15:38:00,Canada,Credit Card,756.66
TXN_013315,CUST_2387,P_APP_031,Apparel,1,127.84,2024-01-01 15:42:00,Canada,UPI,127.84
TXN_008352,CUST_2237,P_APP_002,Apparel,4,73.7,2024-01-01 15:52:00,India,PayPal,294.8
TXN_042747,CUST_2024,P_SPRT_017,Sports & Outdoors,3,141.7,2024-01-01 15:54:00,Australia,Debit Card,425.1
TXN_021700,CUST_1291,P_BEAU_012,Beauty & Personal Care,3,78.91,2024-01-01 15:55:00,United States,Credit Card,236.73
TXN_005682,CUST_1070,P_BEAU_017,Beauty & Personal Care,3,85.39,2024-01-01 16:20:00,Australia,UPI,256.17
TXN_038312,CUST_1475,P_BOOK_014,Books,2,50.48,2024-01-01 16:30:00,United Kingdom,Credit Card,100.96
TXN_030997,CUST_1689,P_HOME_020,Home & Kitchen,2,170.24,2024-01-01 16:35:00,Canada,Credit Card,340.48
TXN_032237,CUST_1883,P_SPRT_001,Sports & Outdoors,1,82.87,2024-01-01 16:36:00,United States,Credit Card,82.87
TXN_049962,CUST_1196,P_ELEC_002,Electronics,3,713.46,2024-01-01 16:50:00,United States,Credit Card,2140.38
TXN_047673,CUST_2122,P_APP_025,Apparel,5,27.76,2024-01-01 16:53:00,Australia,Credit Card,138.8
TXN_027542,CUST_1248,P_APP_033,Apparel,5,97.73,2024-01-01 16:54:00,Australia,Credit Card,488.65
TXN_014624,CUST_1078,P_BOOK_010,Books,3,29.42,2024-01-01 17:30:00,United States,PayPal,88.26
TXN_020734,CUST_2028,P_SPRT_011,Sports & Outdoors,1,138.36,2024-01-01 17:38:00,Canada,Debit Card,138.36
TXN_023222,CUST_2190,P_HOME_008,Home & Kitchen,2,41.6,2024-01-01 17:40:00,Germany,Credit Card,83.2
TXN_023741,CUST_2486,P_ELEC_021,Electronics,2,322.72,2024-01-01 18:07:00,United States,Credit Card,645.44
TXN_035682,CUST_1323,P_ELEC_002,Electronics,2,1490.34,2024-01-01 18:21:00,Germany,Credit Card,2980.68
TXN_004695,CUST_1668,P_BOOK_003,Books,4,36.23,2024-01-01 18:21:00,United States,Credit Card,144.92
TXN_041986,CUST_1617,P_BEAU_005,Beauty & Personal Care,4,37.7,2024-01-01 18:29:00,United States,UPI,150.8
TXN_020836,CUST_1733,P_APP_030,Apparel,2,60.83,2024-01-01 18:36:00,Germany,Credit Card,121.66
TXN_030914,CUST_1233,P_BOOK_021,Books,2,35.43,2024-01-01 18:36:00,United Kingdom,Credit Card,70.86
TXN_024430,CUST_1111,P_APP_003,Apparel,2,146.36,2024-01-01 19:04:00,United States,Credit Card,292.72
TXN_009741,CUST_1048,P_BEAU_019,Beauty & Personal Care,1,59.21,2024-01-01 19:05:00,United Kingdom,Credit Card,59.21
TXN_008173,CUST_2353,P_ELEC_011,Electronics,3,1237.2,2024-01-01 19:11:00,United Kingdom,PayPal,3711.6
TXN_023563,CUST_1550,P_APP_002,Apparel,2,137.14,2024-01-01 19:18:00,Canada,Credit Card,274.28
TXN_003165,CUST_2018,P_APP_002,Apparel,1,141.64,2024-01-01 19:36:00,United Kingdom,Debit Card,141.64
TXN_019167,CUST_1146,P_HOME_011,Home & Kitchen,4,241.65,2024-01-01 19:50:00,United States,UPI,966.6
TXN_007049,CUST_1854,P_BEAU_016,Beauty & Personal Care,6,35.32,2024-01-01 19:51:00,India,Credit Card,211.92
TXN_049447,CUST_2181,P_BEAU_005,Beauty & Personal Care,6,32.39,2024-01-01 20:04:00,Australia,Debit Card,194.34
TXN_037668,CUST_1450,P_APP_018,Apparel,4,148.47,2024-01-01 20:06:00,United States,Credit Card,593.88
TXN_000992,CUST_2190,P_BEAU_005,Beauty & Personal Care,3,50.77,2024-01-01 20:09:00,Germany,Debit Card,152.31
TXN_027500,CUST_1882,P_BOOK_021,Books,1,56.67,2024-01-01 20:11:00,Germany,UPI,56.67
TXN_012929,CUST_1331,P_BEAU_016,Beauty & Personal Care,4,76.9,2024-01-01 20:12:00,United States,Credit Card,307.6
TXN_011068,CUST_1185,P_ELEC_028,Electronics,3,863.27,2024-01-01 20:23:00,United States,Credit Card,2589.81
TXN_000523,CUST_1687,P_APP_025,Apparel,3,129.62,2024-01-01 20:42:00,United Kingdom,Credit Card,388.86
TXN_036672,CUST_1235,P_SPRT_013,Sports & Outdoors,2,150.99,2024-01-01 20:44:00,United States,Credit Card,301.98
TXN_021556,CUST_1345,P_ELEC_028,Electronics,1,1370.69,2024-01-01 20:53:00,United States,Credit Card,1370.69
TXN_012055,CUST_1465,P_BEAU_009,Beauty & Personal Care,4,46.93,2024-01-01 21:10:00,Australia,PayPal,187.72
TXN_047248,CUST_1007,P_APP_001,Apparel,1,15.46,2024-01-01 21:40:00,United States,Net Banking,15.46
TXN_024700,CUST_2363,P_APP_037,Apparel,2,100.43,2024-01-01 21:41:00,Germany,UPI,200.86
TXN_008701,CUST_1677,P_BEAU_006,Beauty & Personal Care,5,12.48,2024-01-01 21:51:00,United States,Credit Card,62.4
TXN_032085,CUST_2455,P_APP_024,Apparel,2,38.34,2024-01-01 22:00:00,United States,Credit Card,76.68
TXN_013517,CUST_1407,P_BOOK_008,Books,2,25.73,2024-01-01 22:03:00,United States,PayPal,51.46
TXN_006015,CUST_1364,P_HOME_006,Home & Kitchen,1,130.6,2024-01-01 22:10:00,United Kingdom,Credit Card,130.6
TXN_002837,CUST_1584,P_HOME_014,Home & Kitchen,1,357.17,2024-01-01 22:22:00,United States,Credit Card,357.17
TXN_025143,CUST_2391,P_HOME_006,Home & Kitchen,1,70.23,2024-01-01 22:25:00,United States,Credit Card,70.23
TXN_013833,CUST_2026,P_BEAU_008,Beauty & Personal Care,1,66.52,2024-01-01 22:30:00,United Kingdom,UPI,66.52
TXN_048020,CUST_1208,P_APP_015,Apparel,2,83.06,2024-01-01 22:49:00,Germany,Credit Card,166.12
TXN_049992,CUST_1721,P_ELEC_003,Electronics,2,1331.71,2024-01-01 22:51:00,India,Credit Card,2663.42
TXN_014847,CUST_1814,P_BOOK_001,Books,4,9.0,2024-01-02 08:03:00,India,Debit Card,36.0
TXN_013283,CUST_1218,P_BOOK_022,Books,1,51.66,2024-01-02 08:26:00,Germany,Credit Card,51.66
TXN_041423,CUST_1227,P_ELEC_008,Electronics,2,1003.72,2024-01-02 08:39:00,Australia,UPI,2007.44
TXN_041390,CUST_1865,P_BEAU_006,Beauty & Personal Care,5,26.97,2024-01-02 08:43:00,United Kingdom,Debit Card,134.85
TXN_012195,CUST_1382,P_APP_037,Apparel,1,49.39,2024-01-02 08:43:00,Germany,Credit Card,49.39
TXN_022155,CUST_1609,P_BOOK_006,Books,2,39.68,2024-01-02 08:52:00,United Kingdom,PayPal,79.36
TXN_012118,CUST_1196,P_APP_029,Apparel,7,65.38,2024-01-02 08:57:00,United States,Credit Card,457.66
TXN_000949,CUST_1397,P_ELEC_015,Electronics,1,956.92,2024-01-02 09:01:00,India,Credit Card,956.92
TXN_017071,CUST_1014,P_ELEC_017,Electronics,1,1212.54,2024-01-02 09:11:00,United States,PayPal,1212.54
TXN_040815,CUST_2009,P_APP_019,Apparel,1,119.75,2024-01-02 09:15:00,United States,PayPal,119.75
TXN_008835,CUST_1523,P_HOME_001,Home & Kitchen,3,277.1,2024-01-02 09:22:00,Australia,Credit Card,831.3
TXN_035292,CUST_2330,P_APP_015,Apparel,2,69.43,2024-01-02 09:32:00,United Kingdom,UPI,138.86
TXN_046150,CUST_2028,P_BEAU_014,Beauty & Personal Care,5,97.95,2024-01-02 09:33:00,Canada,Credit Card,489.75
TXN_043216,CUST_1979,P_ELEC_018,Electronics,3,966.26,2024-01-02 09:55:00,United Kingdom,PayPal,2898.78
TXN_035950,CUST_1638,P_BOOK_009,Books,3,39.26,2024-01-02 10:00:00,United States,Credit Card,117.78
TXN_025281,CUST_2295,P_BEAU_015,Beauty & Personal Care,2,80.89,2024-01-02 10:31:00,Canada,Credit Card,161.78
TXN_045707,CUST_1018,P_SPRT_012,Sports & Outdoors,3,280.75,2024-01-02 10:40:00,United Kingdom,PayPal,842.25
TXN_006285,CUST_1186,P_ELEC_030,Electronics,2,1234.28,2024-01-02 10:41:00,Germany,PayPal,2468.56
TXN_010920,CUST_1300,P_HOME_024,Home & Kitchen,5,258.67,2024-01-02 10:44:00,United States,UPI,1293.35
TXN_012714,CUST_1769,P_APP_009,Apparel,1,95.49,2024-01-02 11:01:00,United States,PayPal,95.49
TXN_013655,CUST_2336,P_APP_023,Apparel,4,17.58,2024-01-02 11:15:00,Germany,Credit Card,70.32
TXN_017779,CUST_1204,P_APP_016,Apparel,3,135.47,2024-01-02 11:23:00,India,Credit Card,406.41
TXN_041084,CUST_2099,P_BOOK_009,Books,2,13.66,2024-01-02 11:30:00,Canada,PayPal,27.32
TXN_040632,CUST_2123,P_HOME_009,Home & Kitchen,3,332.57,2024-01-02 11:35:00,India,Credit Card,997.71
TXN_014541,CUST_1485,P_SPRT_010,Sports & Outdoors,1,252.6,2024-01-02 11:38:00,United Kingdom,Net Banking,252.6
TXN_048253,CUST_2488,P_APP_018,Apparel,4,107.95,2024-01-02 11:48:00,Germany,Net Banking,431.8
TXN_022387,CUST_1051,P_APP_040,Apparel,1,89.2,2024-01-02 11:49:00,Australia,PayPal,89.2
TXN_032693,CUST_2086,P_HOME_021,Home & Kitchen,1,195.6,2024-01-02 11:53:00,United Kingdom,Credit Card,195.6
TXN_025727,CUST_2247,P_HOME_004,Home & Kitchen,2,45.25,2024-01-02 12:06:00,United States,Net Banking,90.5
TXN_032437,CUST_1681,P_BEAU_002,Beauty & Personal Care,4,44.31,2024-01-02 12:07:00,Canada,PayPal,177.24
TXN_024503,CUST_2344,P_HOME_009,Home & Kitchen,1,102.69,2024-01-02 12:09:00,Germany,PayPal,102.69
TXN_045262,CUST_2072,P_APP_001,Apparel,5,147.36,2024-01-02 12:10:00,United States,Credit Card,736.8
TXN_028993,CUST_2144,P_ELEC_001,Electronics,1,334.56,2024-01-02 12:13:00,United Kingdom,UPI,334.56
TXN_040858,CUST_1277,P_SPRT_004,Sports & Outdoors,1,124.24,2024-01-02 12:31:00,Canada,PayPal,124.24
TXN_046160,CUST_2450,P_APP_036,Apparel,1,24.6,2024-01-02 12:38:00,Germany,UPI,24.6
TXN_040463,CUST_2136,P_APP_014,Apparel,2,28.81,2024-01-02 12:49:00,United States,Credit Card,57.62
TXN_014839,CUST_1274,P_ELEC_001,Electronics,3,1451.02,2024-01-02 13:06:00,India,Credit Card,4353.06
TXN_012720,CUST_1503,P_APP_023,Apparel,2,98.14,2024-01-02 13:14:00,United States,PayPal,196.28
TXN_000696,CUST_1523,P_ELEC_023,Electronics,1,1409.37,2024-01-02 13:29:00,Australia,PayPal,1409.37
TXN_017771,CUST_1986,P_ELEC_001,Electronics,1,810.92,2024-01-02 13:30:00,United Kingdom,Credit Card,810.92
TXN_038644,CUST_1128,P_HOME_006,Home & Kitchen,1,93.78,2024-01-02 13:45:00,India,Credit Card,93.78
TXN_025474,CUST_2459,P_APP_014,Apparel,3,39.62,2024-01-02 13:47:00,United States,Credit Card,118.86
TXN_002681,CUST_1852,P_SPRT_015,Sports & Outdoors,1,48.44,2024-01-02 13:55:00,Germany,Credit Card,48.44
TXN_042244,CUST_2230,P_APP_033,Apparel,4,53.63,2024-01-02 13:55:00,United Kingdom,PayPal,214.52
TXN_039946,CUST_1928,P_HOME_024,Home & Kitchen,4,300.27,2024-01-02 14:14:00,United Kingdom,Debit Card,1201.08
TXN_030924,CUST_1493,P_BOOK_009,Books,1,10.22,2024-01-02 14:34:00,United States,PayPal,10.22
TXN_025322,CUST_2490,P_APP_039,Apparel,4,121.17,2024-01-02 14:35:00,United Kingdom,PayPal,484.68
TXN_007697,CUST_2237,P_APP_002,Apparel,1,128.82,2024-01-02 14:47:00,India,PayPal,128.82
TXN_022359,CUST_2224,P_BOOK_007,Books,4,39.8,2024-01-02 14:48:00,India,PayPal,159.2
TXN_022722,CUST_2070,P_BOOK_022,Books,1,13.13,2024-01-02 14:57:00,United States,Debit Card,13.13
TXN_049769,CUST_1664,P_HOME_017,Home & Kitchen,2,132.7,2024-01-02 15:04:00,United States,Debit Card,265.4
TXN_037946,CUST_2334,P_APP_016,Apparel,5,138.53,2024-01-02 15:25:00,Australia,UPI,692.65
TXN_029795,CUST_1781,P_BEAU_014,Beauty & Personal Care,2,53.72,2024-01-02 15:40:00,Germany,Credit Card,107.44
TXN_019871,CUST_2082,P_HOME_006,Home & Kitchen,1,39.76,2024-01-02 15:46:00,United States,Credit Card,39.76
TXN_035412,CUST_2042,P_BOOK_004,Books,3,50.35,2024-01-02 15:50:00,Canada,Credit Card,151.05
TXN_001821,CUST_1971,P_BEAU_008,Beauty & Personal Care,1,52.53,2024-01-02 15:55:00,Germany,Debit Card,52.53
TXN_006904,CUST_1526,P_APP_031,Apparel,2,25.13,2024-01-02 15:58:00,United Kingdom,Net Banking,50.26
TXN_046194,CUST_2282,P_APP_024,Apparel,3,102.11,2024-01-02 16:13:00,Germany,Credit Card,306.33
TXN_032770,CUST_1865,P_APP_031,Apparel,2,59.89,2024-01-02 16:29:00,United Kingdom,Credit Card,119.78
TXN_034858,CUST_1672,P_BEAU_016,Beauty & Personal Care,6,55.73,2024-01-02 16:32:00,India,Debit Card,334.38
TXN_046864,CUST_1999,P_BOOK_016,Books,2,53.94,2024-01-02 16:49:00,Australia,PayPal,107.88
TXN_006946,CUST_1223,P_HOME_021,Home & Kitchen,4,231.3,2024-01-02 16:57:00,United States,PayPal,925.2
TXN_022416,CUST_1498,P_BOOK_017,Books,6,66.06,2024-01-02 16:57:00,United States,PayPal,396.36
TXN_027220,CUST_1831,P_BOOK_020,Books,3,49.29,2024-01-02 17:07:00,United States,UPI,147.87
TXN_003173,CUST_1762,P_ELEC_028,Electronics,1,722.54,2024-01-02 17:11:00,United States,Net Banking,722.54
TXN_016134,CUST_1351,P_BOOK_014,Books,2,31.61,2024-01-02 17:24:00,United Kingdom,Debit Card,63.22
TXN_027159,CUST_2042,P_APP_015,Apparel,1,56.26,2024-01-02 17:26:00,Canada,PayPal,56.26
TXN_015891,CUST_1521,P_APP_036,Apparel,3,64.49,2024-01-02 18:04:00,United Kingdom,UPI,193.47
TXN_042743,CUST_2277,P_HOME_022,Home & Kitchen,4,241.71,2024-01-02 18:07:00,United States,Credit Card,966.84
TXN_007651,CUST_2193,P_HOME_017,Home & Kitchen,5,395.36,2024-01-02 18:35:00,United States,Credit Card,1976.8
TXN_047767,CUST_1599,P_BOOK_003,Books,4,28.5,2024-01-02 18:49:00,United States,Credit Card,114.0
TXN_037308,CUST_1780,P_APP_025,Apparel,1,145.84,2024-01-02 18:52:00,Germany,Credit Card,145.84
TXN_040389,CUST_2461,P_BOOK_015,Books,1,46.98,2024-01-02 18:58:00,United States,Credit Card,46.98
TXN_008670,CUST_1151,P_HOME_004,Home & Kitchen,6,505.3,2024-01-02 18:59:00,India,Net Banking,3031.8
TXN_003357,CUST_1983,P_APP_001,Apparel,5,33.94,2024-01-02 19:03:00,United States,Credit Card,169.7
TXN_036042,CUST_1733,P_APP_015,Apparel,3,147.92,2024-01-02 19:05:00,Germany,Credit Card,443.76
TXN_048960,CUST_1884,P_ELEC_016,Electronics,1,1338.83,2024-01-02 19:06:00,United States,UPI,1338.83
TXN_013977,CUST_1441,P_HOME_005,Home & Kitchen,1,64.0,2024-01-02 19:06:00,United States,Credit Card,64.0
TXN_016384,CUST_1682,P_BEAU_012,Beauty & Personal Care,5,81.1,2024-01-02 19:10:00,United States,Credit Card,405.5
TXN_024554,CUST_1781,P_APP_039,Apparel,2,123.52,2024-01-02 19:26:00,Germany,PayPal,247.04
TXN_044623,CUST_1666,P_HOME_004,Home & Kitchen,2,318.12,2024-01-02 19:32:00,United States,PayPal,636.24
TXN_010546,CUST_2186,P_APP_031,Apparel,7,144.2,2024-01-02 19:33:00,India,PayPal,1009.4
TXN_041816,CUST_1884,P_HOME_012,Home & Kitchen,1,204.54,2024-01-02 19:33:00,United States,Credit Card,204.54
TXN_003431,CUST_1400,P_SPRT_007,Sports & Outdoors,2,80.65,2024-01-02 19:34:00,Canada,PayPal,161.3
TXN_030734,CUST_2486,P_SPRT_004,Sports & Outdoors,2,227.32,2024-01-02 19:36:00,United States,PayPal,454.64
TXN_000561,CUST_1364,P_APP_026,Apparel,5,129.85,2024-01-02 19:36:00,United Kingdom,PayPal,649.25
TXN_022187,CUST_2129,P_ELEC_022,Electronics,3,793.05,2024-01-02 19:51:00,United States,Credit Card,2379.15
TXN_013679,CUST_1940,P_APP_039,Apparel,4,113.65,2024-01-02 19:59:00,United Kingdom,Credit Card,454.6
TXN_049993,CUST_1901,P_BOOK_023,Books,4,21.59,2024-01-02 20:09:00,United States,Debit Card,86.36
TXN_021566,CUST_2287,P_ELEC_025,Electronics,3,254.54,2024-01-02 20:10:00,United States,PayPal,763.62
TXN_031747,CUST_1167,P_HOME_018,Home & Kitchen,2,126.34,2024-01-02 20:30:00,United States,Credit Card,252.68
TXN_042200,CUST_1456,P_APP_029,Apparel,4,77.34,2024-01-02 20:32:00,United Kingdom,PayPal,309.36
TXN_041880,CUST_1983,P_APP_019,Apparel,3,26.65,2024-01-02 20:37:00,United States,Credit Card,79.95
TXN_011288,CUST_1522,P_ELEC_029,Electronics,1,604.05,2024-01-02 20:48:00,United States,Credit Card,604.05
TXN_032968,CUST_1349,P_BEAU_002,Beauty & Personal Care,4,11.36,2024-01-02 20:53:00,United States,Debit Card,45.44
TXN_000790,CUST_2258,P_BOOK_018,Books,4,57.82,2024-01-02 20:54:00,United Kingdom,PayPal,231.28
TXN_002986,CUST_2342,P_ELEC_007,Electronics,3,1087.73,2024-01-02 20:59:00,United Kingdom,PayPal,3263.19
TXN_046053,CUST_1955,P_HOME_011,Home & Kitchen,3,363.49,2024-01-02 21:04:00,United Kingdom,PayPal,1090.47
TXN_017223,CUST_2276,P_HOME_018,Home & Kitchen,1,307.06,2024-01-02 21:23:00,United States,Credit Card,307.06
TXN_039688,CUST_1479,P_HOME_009,Home & Kitchen,1,160.72,2024-01-02 21:40:00,Australia,Credit Card,160.72
TXN_047424,CUST_1919,P_APP_033,Apparel,1,98.45,2024-01-02 22:18:00,Canada,Credit Card,98.45
TXN_039613,CUST_1410,P_BEAU_014,Beauty & Personal Care,5,31.7,2024-01-02 22:18:00,United States,Credit Card,158.5
TXN_014130,CUST_2390,P_APP_017,Apparel,4,131.41,2024-01-02 22:20:00,United Kingdom,Credit Card,525.64
TXN_003469,CUST_2454,P_HOME_018,Home & Kitchen,4,281.86,2024-01-02 22:22:00,United Kingdom,PayPal,1127.44
TXN_045428,CUST_1577,P_HOME_014,Home & Kitchen,4,47.36,2024-01-02 22:35:00,United States,PayPal,189.44
TXN_036702,CUST_1278,P_ELEC_015,Electronics,1,987.37,2024-01-02 22:46:00,Germany,PayPal,987.37
TXN_031112,CUST_1545,P_BEAU_015,Beauty & Personal Care,3,35.98,2024-01-02 22:55:00,Germany,Credit Card,107.94
TXN_020959,CUST_2337,P_ELEC_018,Electronics,1,1113.07,2024-01-02 22:58:00,United States,PayPal,1113.07
TXN_003654,CUST_1447,P_BOOK_001,Books,4,36.52,2024-01-03 08:01:00,Australia,Credit Card,146.08
TXN_042828,CUST_1636,P_HOME_006,Home & Kitchen,2,265.74,2024-01-03 08:03:00,United Kingdom,Credit Card,531.48
TXN_007957,CUST_1067,P_BOOK_013,Books,4,57.55,2024-01-03 08:09:00,United States,PayPal,230.2
TXN_046843,CUST_1251,P_APP_034,Apparel,2,146.4,2024-01-03 08:09:00,United States,Net Banking,292.8
TXN_004531,CUST_1339,P_BOOK_007,Books,2,22.58,2024-01-03 08:29:00,United Kingdom,Debit Card,45.16
TXN_026084,CUST_2257,P_BEAU_004,Beauty & Personal Care,1,12.26,2024-01-03 08:36:00,United States,Net Banking,12.26
TXN_036984,CUST_1684,P_ELEC_026,Electronics,2,110.61,2024-01-03 09:02:00,Germany,Credit Card,221.22
TXN_021212,CUST_1291,P_ELEC_009,Electronics,1,948.3,2024-01-03 09:03:00,United States,Credit Card,948.3
TXN_020517,CUST_1127,P_ELEC_007,Electronics,2,793.89,2024-01-03 09:14:00,Canada,Credit Card,1587.78
TXN_040343,CUST_1194,P_HOME_006,Home & Kitchen,2,254.56,2024-01-03 09:30:00,Germany,Credit Card,509.12
TXN_008739,CUST_2020,P_HOME_017,Home & Kitchen,1,53.66,2024-01-03 09:35:00,United States,PayPal,53.66
TXN_031261,CUST_1530,P_BOOK_009,Books,1,29.87,2024-01-03 09:40:00,India,PayPal,29.87
TXN_015852,CUST_1928,P_BEAU_010,Beauty & Personal Care,3,16.26,2024-01-03 09:49:00,United Kingdom,Debit Card,48.78
TXN_043255,CUST_2357,P_SPRT_005,Sports & Outdoors,3,288.16,2024-01-03 09:50:00,India,UPI,864.48
TXN_008985,CUST_1681,P_HOME_017,Home & Kitchen,4,382.94,2024-01-03 09:54:00,Canada,PayPal,1531.76
TXN_028738,CUST_2470,P_HOME_011,Home & Kitchen,2,331.26,2024-01-03 10:19:00,Canada,UPI,662.52
TXN_028111,CUST_1916,P_BOOK_010,Books,3,11.77,2024-01-03 10:19:00,United Kingdom,Credit Card,35.31
TXN_031848,CUST_2213,P_BOOK_017,Books,4,36.5,2024-01-03 10:21:00,United States,PayPal,146.0
TXN_032398,CUST_1934,P_APP_015,Apparel,4,123.81,2024-01-03 10:29:00,United Kingdom,PayPal,495.24
TXN_041747,CUST_2428,P_BEAU_019,Beauty & Personal Care,2,76.24,2024-01-03 10:34:00,Australia,Credit Card,152.48
TXN_029886,CUST_1407,P_APP_040,Apparel,5,51.85,2024-01-03 10:39:00,United States,Credit Card,259.25
